iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,05/03/2020,5,0,0,,,,0.125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,06/03/2020,5,0,0,,,,0.125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,07/03/2020,8,3,0.429,,,,0.2,0.075,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,08/03/2020,8,0,0.429,,,,0.2,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,09/03/2020,8,0,0.429,,,,0.2,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,10/03/2020,8,0,0.429,,,,0.2,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,11/03/2020,11,3,0.857,,,,0.274,0.075,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,12/03/2020,11,0,0.857,,,,0.274,0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,13/03/2020,11,0,0.857,,,,0.274,0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,14/03/2020,14,3,0.857,,,,0.349,0.075,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,15/03/2020,20,6,1.714,,,,0.499,0.15,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,16/03/2020,25,5,2.429,,,,0.623,0.125,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,17/03/2020,26,1,2.571,,,,0.648,0.025,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,18/03/2020,26,0,2.143,,,,0.648,0,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,19/03/2020,26,0,2.143,,,,0.648,0,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,21/03/2020,24,0,1.714,,,,0.599,0,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,22/03/2020,34,10,2.286,,,,0.848,0.249,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,23/03/2020,40,6,2.429,1,1,,0.998,0.15,0.061,0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,24/03/2020,42,2,2.571,1,0,,1.047,0.05,0.064,0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,25/03/2020,74,32,7.143,1,0,,1.845,0.798,0.178,0.025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,26/03/2020,80,6,8,2,1,,1.995,0.15,0.2,0.05,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,27/03/2020,91,11,9.571,2,0,,2.269,0.274,0.239,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,28/03/2020,106,15,11.714,2,0,0.286,2.643,0.374,0.292,0.05,0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,29/03/2020,114,8,11.429,4,2,0.571,2.843,0.2,0.285,0.1,0.05,0.014,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,30/03/2020,114,0,10.571,4,0,0.429,2.843,0,0.264,0.1,0,0.011,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,31/03/2020,166,52,17.714,4,0,0.429,4.14,1.297,0.442,0.1,0,0.011,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,01/04/2020,192,26,16.857,4,0,0.429,4.788,0.648,0.42,0.1,0,0.011,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,02/04/2020,235,43,22.143,4,0,0.286,5.86,1.072,0.552,0.1,0,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,03/04/2020,269,34,25.429,5,1,0.429,6.708,0.848,0.634,0.125,0.025,0.011,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,04/04/2020,270,1,23.429,5,0,0.429,6.733,0.025,0.584,0.125,0,0.011,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,05/04/2020,299,29,26.429,7,2,0.429,7.456,0.723,0.659,0.175,0.05,0.011,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,06/04/2020,337,38,31.857,7,0,0.429,8.404,0.948,0.794,0.175,0,0.011,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,07/04/2020,367,30,28.714,11,4,1,9.152,0.748,0.716,0.274,0.1,0.025,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,08/04/2020,423,56,33,14,3,1.429,10.549,1.397,0.823,0.349,0.075,0.036,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,09/04/2020,444,21,29.857,15,1,1.571,11.072,0.524,0.745,0.374,0.025,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,10/04/2020,521,77,36,15,0,1.429,12.993,1.92,0.898,0.374,0,0.036,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,11/04/2020,521,0,35.857,15,0,1.429,12.993,0,0.894,0.374,0,0.036,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,12/04/2020,555,34,36.571,18,3,1.571,13.841,0.848,0.912,0.449,0.075,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,13/04/2020,607,52,38.571,19,1,1.714,15.137,1.297,0.962,0.474,0.025,0.043,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,14/04/2020,665,58,42.571,22,3,1.571,16.584,1.446,1.062,0.549,0.075,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,15/04/2020,770,105,49.571,25,3,1.571,19.202,2.618,1.236,0.623,0.075,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,16/04/2020,794,24,50,29,4,2,19.801,0.599,1.247,0.723,0.1,0.05,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,17/04/2020,845,51,46.286,30,1,2.143,21.073,1.272,1.154,0.748,0.025,0.053,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,18/04/2020,908,63,55.286,30,0,2.143,22.644,1.571,1.379,0.748,0,0.053,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,19/04/2020,933,25,54,30,0,1.714,23.267,0.623,1.347,0.748,0,0.043,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,20/04/2020,996,63,55.571,33,3,2,24.838,1.571,1.386,0.823,0.075,0.05,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,21/04/2020,1026,30,51.571,36,3,2,25.586,0.748,1.286,0.898,0.075,0.05,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,22/04/2020,1092,66,46,36,0,1.571,27.232,1.646,1.147,0.898,0,0.039,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,23/04/2020,1176,84,54.571,40,4,1.571,29.327,2.095,1.361,0.998,0.1,0.039,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,24/04/2020,1226,50,54.429,40,0,1.429,30.574,1.247,1.357,0.998,0,0.036,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,25/04/2020,1330,104,60.286,43,3,1.857,33.168,2.594,1.503,1.072,0.075,0.046,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,26/04/2020,1463,133,75.714,49,6,2.714,36.484,3.317,1.888,1.222,0.15,0.068,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,27/04/2020,1531,68,76.429,50,1,2.429,38.18,1.696,1.906,1.247,0.025,0.061,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,28/04/2020,1703,172,96.714,60,10,3.429,42.469,4.289,2.412,1.496,0.249,0.086,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,29/04/2020,1827,124,105,60,0,3.429,45.562,3.092,2.618,1.496,0,0.086,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,30/04/2020,1827,0,93,60,0,2.857,45.562,0,2.319,1.496,0,0.071,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,01/05/2020,2171,344,135,64,4,3.429,54.14,8.579,3.367,1.596,0.1,0.086,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,02/05/2020,2469,298,162.714,72,8,4.143,61.572,7.432,4.058,1.796,0.2,0.103,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,03/05/2020,2469,0,143.714,72,0,3.286,61.572,0,3.584,1.796,0,0.082,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,04/05/2020,2469,0,134,72,0,3.143,61.572,0,3.342,1.796,0,0.078,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,05/05/2020,2469,0,109.429,72,0,1.714,61.572,0,2.729,1.796,0,0.043,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,06/05/2020,3224,755,199.571,95,23,5,80.4,18.828,4.977,2.369,0.574,0.125,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,07/05/2020,3392,168,223.571,104,9,6.286,84.59,4.19,5.575,2.594,0.224,0.157,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,08/05/2020,3563,171,198.857,105,1,5.857,88.854,4.264,4.959,2.618,0.025,0.146,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,09/05/2020,3563,0,156.286,105,0,4.714,88.854,0,3.897,2.618,0,0.118,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,10/05/2020,4402,839,276.143,119,14,6.714,109.777,20.923,6.886,2.968,0.349,0.167,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,11/05/2020,4664,262,313.571,120,1,6.857,116.311,6.534,7.82,2.993,0.025,0.171,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,12/05/2020,4967,303,356.857,127,7,7.857,123.867,7.556,8.899,3.167,0.175,0.196,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,13/05/2020,4967,0,249,127,0,4.571,123.867,0,6.21,3.167,0,0.114,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,14/05/2020,5339,372,278.143,136,9,4.571,133.144,9.277,6.936,3.392,0.224,0.114,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,15/05/2020,6053,714,355.714,153,17,6.857,150.95,17.806,8.871,3.816,0.424,0.171,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,16/05/2020,6402,349,405.571,168,15,9,159.653,8.703,10.114,4.19,0.374,0.224,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,17/05/2020,6635,233,319,169,1,7.143,165.464,5.811,7.955,4.215,0.025,0.178,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,18/05/2020,7072,437,344,173,4,7.571,176.361,10.898,8.579,4.314,0.1,0.189,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,19/05/2020,7655,583,384,177,4,7.143,190.9,14.539,9.576,4.414,0.1,0.178,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,20/05/2020,8145,490,454,187,10,8.571,203.12,12.22,11.322,4.663,0.249,0.214,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
